Type,Year,Age,Height,m
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,21.5,3
33,2019,22,16.4,3
2,2019,45,17.29,3
33,2019,22,16.4,3
33,2019,22,16.4,3
2,2019,45,17.29,3
2,2019,45,17.29,3
2,2019,45,17.29,3
33,2019,22,16.4,3
33,2019,22,16.4,3
2,2019,31,17.29,3
2,2019,45,17.29,3
2,2019,45,17.29,3
2,2019,45,17.29,3
2,2019,31,17.29,3
2,2019,45,17.29,3
2,2019,45,17.29,3
2,2019,31,17.29,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,23.4,3
33,2019,28,23.4,3
33,2019,16,19.4,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,23.4,3
33,2019,28,23.4,3
33,2019,28,23.4,3
33,2019,28,23.4,3
33,2019,28,23.4,3
33,2019,28,23.4,3
33,2019,16,19.4,3
33,2019,16,19.4,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,21.5,3
33,2019,28,23.4,3
33,2019,28,23.4,3
33,2019,28,23.4,3
33,2019,28,23.4,3
33,2019,16,18.1,3
33,2019,28,19.7,3
33,2019,28,19.7,3
33,2019,28,19,3
33,2019,28,19,3
33,2019,28,19,3
33,2019,16,18.1,3
33,2019,16,18.1,3
33,2019,28,19.7,3
33,2019,28,19.7,3
33,2019,28,19.7,3
33,2019,28,19,3
33,2019,28,19,3
33,2019,28,19,3
33,2019,28,19,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,23,16.79,3
33,2019,23,16.79,3
33,2019,23,18.1,3
33,2019,23,18.1,3
33,2019,23,18.1,3
33,2019,23,18.1,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,23,16.79,3
33,2019,23,16.79,3
33,2019,23,18.1,3
33,2019,23,18.1,3
33,2019,23,18.1,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,23,16.79,3
33,2019,23,16.79,3
33,2019,23,16.79,3
33,2019,23,16.79,3
33,2019,23,18.1,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,23,16.79,3
33,2019,23,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,35,16.79,3
33,2019,23,16.79,3
